"","RESPONDENT_YRSED","PARTNER_YRSED","PPINCIMP","PPWORK","QFLAG","PAPGLB_STATUS","PPMARIT","PPGENDER","Q4","Q5","Q23","PPETHM","Q6B","RESPONDENT_RACE","PARTNER_RACE","RELATIONSHIP_QUALITY","diff_in_education","diff_in_race","diff_in_income"
"1704",16,13,"(19) $175,000 or more","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(2) female","(1) male",NA,"(1) i earned more","(3) other, non-hispanic","(1) white","(4) NH Asian Pac Islander","(1) NH white","(3) fair",3,1,1
"1707",16,20,"(10) $35,000 to $39,999","(2) working - self-employed","(1) partnered","(1) yes","(2) widowed","(1) male","(1) male","(1) yes, we are a same-sex couple","(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",-4,0,1
"1709",16,12,"(08) $25,000 to $29,999","(2) working - self-employed","(1) partnered","(2) no","(1) married","(1) male","(2) female",NA,"(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(3) fair",4,0,1
"1710",12,17,"(14) $75,000 to $84,999","(2) working - self-employed","(1) partnered","(2) no","(1) married","(1) male","(2) female",NA,"(3) partner earned more","(4) hispanic","(1) white","(6) Hispanic","(1) NH white","(5) excellent",-5,1,1
"1711",13,12,"(10) $35,000 to $39,999","(1) working - as a paid employee","(1) partnered","(2) no","(6) living with partner","(2) female","(1) male",NA,"(3) partner earned more","(2) black, non-hispanic","(2) black or african american","(2) NH black","(2) NH black","(4) good",1,0,1
"1712",17,20,"(16) $100,000 to $124,999","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(2) female","(1) male",NA,"(3) partner earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(4) good",-3,0,1
"1713",13,12,"(12) $50,000 to $59,999","(5) not working - retired","(1) partnered","(2) no","(1) married","(1) male","(2) female",NA,"(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",1,0,1
"1714",14,13,"(18) $150,000 to $174,999","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(1) male","(2) female",NA,"(1) i earned more","(4) hispanic","(1) white","(6) Hispanic","(6) Hispanic","(5) excellent",1,0,1
"1716",17,13,"(19) $175,000 or more","(1) working - as a paid employee","(1) partnered","(1) yes","(6) living with partner","(2) female","(2) female","(1) yes, we are a same-sex couple","(2) we earned about the same amount","(3) other, non-hispanic","(4) asian or pacific islander","(4) NH Asian Pac Islander","(4) NH Asian Pac Islander","(5) excellent",4,0,0
"1717",16,14,"(15) $85,000 to $99,999","(1) working - as a paid employee","(1) partnered","(1) yes","(6) living with partner","(2) female","(2) female","(1) yes, we are a same-sex couple","(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(4) good",2,0,1
"1719",12,12,"(13) $60,000 to $74,999","(7) not working - other","(1) partnered","(2) no","(1) married","(2) female","(1) male",NA,"(3) partner earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(4) good",0,0,1
"1720",13,13,"(09) $30,000 to $34,999","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(2) female","(1) male",NA,"(2) we earned about the same amount","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(4) good",0,0,0
"1724",16,14,"(15) $85,000 to $99,999","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(2) female","(1) male",NA,"(3) partner earned more","(2) black, non-hispanic","(2) black or african american","(2) NH black","(2) NH black","(5) excellent",2,0,1
"1725",11,12,"(13) $60,000 to $74,999","(5) not working - retired","(1) partnered","(2) no","(1) married","(2) female","(1) male",NA,"(3) partner earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(4) good",-1,0,1
"1727",14,14,"(11) $40,000 to $49,999","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(1) male","(1) male","(2) no, we are an opposite-sex couple","(3) partner earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",0,0,1
"1730",14,13,"(15) $85,000 to $99,999","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(1) male","(2) female",NA,"(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",1,0,1
"1732",16,13,"(11) $40,000 to $49,999","(1) working - as a paid employee","(1) partnered","(1) yes","(5) never married","(2) female","(2) female","(1) yes, we are a same-sex couple","(3) partner earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(4) good",3,0,1
"1733",14,13,"(11) $40,000 to $49,999","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(1) male","(2) female",NA,"(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",1,0,1
"1734",12,12,"(06) $15,000 to $19,999","(6) not working - disabled","(1) partnered","(1) yes","(1) married","(1) male","(2) female","(2) no, we are an opposite-sex couple","(2) we earned about the same amount","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",0,0,0
"1736",12,12,"(15) $85,000 to $99,999","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(1) male","(2) female",NA,"(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",0,0,1
"1737",17,14,"(15) $85,000 to $99,999","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(1) male","(2) female",NA,"(1) i earned more","(5) 2+ races, non-hispanic","(1) white","(1) NH white","(1) NH white","(4) good",3,0,1
"1738",20,16,"(17) $125,000 to $149,999","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(1) male","(2) female",NA,"(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(2) poor",4,0,1
"1741",17,16,"(18) $150,000 to $174,999","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(1) male","(2) female",NA,"(1) i earned more","(4) hispanic","(1) white","(6) Hispanic","(1) NH white","(5) excellent",1,1,1
"1742",12,12,"(15) $85,000 to $99,999","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(1) male","(2) female",NA,"(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",0,0,1
"1743",13,16,"(13) $60,000 to $74,999","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(1) male","(2) female",NA,"(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(4) good",-3,0,1
"1744",17,17,"(13) $60,000 to $74,999","(2) working - self-employed","(1) partnered","(2) no","(1) married","(2) female","(1) male",NA,"(3) partner earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",0,0,1
"1745",12,12,"(09) $30,000 to $34,999","(5) not working - retired","(1) partnered","(2) no","(1) married","(1) male","(2) female",NA,"(2) we earned about the same amount","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(4) good",0,0,0
"1747",13,13,"(16) $100,000 to $124,999","(1) working - as a paid employee","(1) partnered","(1) yes","(6) living with partner","(2) female","(2) female","(1) yes, we are a same-sex couple","(3) partner earned more","(4) hispanic","(1) white","(6) Hispanic","(1) NH white","(5) excellent",0,1,1
"1748",12,13,"(16) $100,000 to $124,999","(1) working - as a paid employee","(1) partnered","(2) no","(6) living with partner","(1) male","(2) female",NA,"(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(3) fair",-1,0,1
"1749",13,20,"(12) $50,000 to $59,999","(1) working - as a paid employee","(1) partnered","(1) yes","(6) living with partner","(2) female","(2) female","(1) yes, we are a same-sex couple","(3) partner earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(3) fair",-7,0,1
"1751",16,17,"(19) $175,000 or more","(2) working - self-employed","(1) partnered","(1) yes","(6) living with partner","(2) female","(2) female","(1) yes, we are a same-sex couple","(3) partner earned more","(1) white, non-hispanic","(2) black or african american","(1) NH white","(2) NH black","(5) excellent",-1,1,1
"1752",12,12,"(01) less than $5,000","(1) working - as a paid employee","(1) partnered","(1) yes","(5) never married","(2) female","(1) male","(2) no, we are an opposite-sex couple","(2) we earned about the same amount","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",0,0,0
"1754",16,5.5,"(08) $25,000 to $29,999","(6) not working - disabled","(1) partnered","(2) no","(1) married","(1) male","(2) female",NA,"(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",10.5,0,1
"1755",12,12,"(16) $100,000 to $124,999","(2) working - self-employed","(1) partnered","(1) yes","(1) married","(1) male","(2) female","(2) no, we are an opposite-sex couple","(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(4) good",0,0,1
"1757",12,12,"(12) $50,000 to $59,999","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(1) male","(2) female",NA,"(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",0,0,1
"1758",12,13,"(07) $20,000 to $24,999","(2) working - self-employed","(1) partnered","(2) no","(6) living with partner","(1) male","(2) female",NA,"(3) partner earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(4) good",-1,0,1
"1759",14,12,"(11) $40,000 to $49,999","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(1) male","(2) female",NA,"(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",2,0,1
"1760",10,14,"(12) $50,000 to $59,999","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(2) female","(1) male",NA,"(3) partner earned more","(4) hispanic",NA,"(6) Hispanic","(6) Hispanic","(5) excellent",-4,0,1
"1761",13,14,"(14) $75,000 to $84,999","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(1) male","(2) female",NA,"(1) i earned more","(4) hispanic","(1) white","(6) Hispanic","(1) NH white","(5) excellent",-1,1,1
"1762",17,16,"(17) $125,000 to $149,999","(1) working - as a paid employee","(1) partnered","(1) yes","(6) living with partner","(2) female","(2) female","(1) yes, we are a same-sex couple","(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",1,0,1
"1764",13,12,"(08) $25,000 to $29,999","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(2) female","(1) male",NA,"(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",1,0,1
"1765",13,14,"(01) less than $5,000","(6) not working - disabled","(1) partnered","(2) no","(5) never married","(1) male","(2) female",NA,"(3) partner earned more","(2) black, non-hispanic","(2) black or african american","(2) NH black","(2) NH black","(4) good",-1,0,1
"1767",10,11,"(14) $75,000 to $84,999","(6) not working - disabled","(1) partnered","(2) no","(2) widowed","(2) female","(1) male",NA,NA,"(2) black, non-hispanic","(2) black or african american","(2) NH black","(2) NH black",NA,-1,0,NA
"1770",16,9,"(15) $85,000 to $99,999","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(1) male","(2) female",NA,"(1) i earned more","(4) hispanic","(1) white","(6) Hispanic","(1) NH white","(5) excellent",7,1,1
"1771",12,13,"(16) $100,000 to $124,999","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(2) female","(1) male",NA,"(3) partner earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(4) good",-1,0,1
"1772",17,17,"(16) $100,000 to $124,999","(5) not working - retired","(1) partnered","(1) yes","(1) married","(2) female","(2) female","(1) yes, we are a same-sex couple","(3) partner earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",0,0,1
"1774",12,12,"(02) $5,000 to $7,499","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(1) male","(2) female",NA,"(1) i earned more","(4) hispanic","(5) other (please specify)","(6) Hispanic","(6) Hispanic","(5) excellent",0,0,1
"1775",17,17,"(13) $60,000 to $74,999","(2) working - self-employed","(1) partnered","(1) yes","(6) living with partner","(2) female","(2) female","(1) yes, we are a same-sex couple","(2) we earned about the same amount","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",0,0,0
"1778",16,16,"(13) $60,000 to $74,999","(2) working - self-employed","(1) partnered","(2) no","(5) never married","(2) female","(1) male",NA,"(3) partner earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",0,0,1
"1779",13,12,"(11) $40,000 to $49,999","(1) working - as a paid employee","(1) partnered","(1) yes","(6) living with partner","(2) female","(2) female","(1) yes, we are a same-sex couple","(2) we earned about the same amount","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",1,0,0
"1781",12,14,"(10) $35,000 to $39,999","(1) working - as a paid employee","(1) partnered","(2) no","(5) never married","(1) male","(2) female",NA,"(3) partner earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(3) fair",-2,0,1
"1782",12,12,"(12) $50,000 to $59,999","(5) not working - retired","(1) partnered","(2) no","(1) married","(1) male","(2) female",NA,"(3) partner earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",0,0,1
"1783",17,17,"(13) $60,000 to $74,999","(1) working - as a paid employee","(1) partnered","(2) no","(6) living with partner","(1) male","(2) female",NA,"(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",0,0,1
"1784",17,17,"(12) $50,000 to $59,999","(1) working - as a paid employee","(1) partnered","(1) yes","(5) never married","(1) male","(2) female","(2) no, we are an opposite-sex couple","(3) partner earned more","(2) black, non-hispanic","(2) black or african american","(2) NH black","(2) NH black","(4) good",0,0,1
"1786",13,12,"(07) $20,000 to $24,999","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(1) male","(2) female",NA,"(3) partner earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(4) good",1,0,1
"1788",16,16,"(10) $35,000 to $39,999","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(1) male","(2) female",NA,"(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(4) good",0,0,1
"1790",13,16,"(13) $60,000 to $74,999","(1) working - as a paid employee","(1) partnered","(2) no","(3) divorced","(1) male","(2) female",NA,"(2) we earned about the same amount","(2) black, non-hispanic","(2) black or african american","(2) NH black","(2) NH black","(5) excellent",-3,0,0
"1791",12,12,"(14) $75,000 to $84,999","(1) working - as a paid employee","(1) partnered","(1) yes","(6) living with partner","(1) male","(1) male","(1) yes, we are a same-sex couple","(3) partner earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",0,0,1
